TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-11-10 11:45:26.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 11:45:26.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 11:45:27.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 11:45:27.307,0.1880491381013728,-inf,1.013124667055679,0.2420015882758138,-0.05968022056743755,-inf,0.5524100343554985,-0.1216956855613484,-0.2899361573964629,-inf,0.6503991009781398,-0.2381840760281865,0.1657914947701494,-inf,0.02525861484461559,-0.1082050031677918,-0.318014400217808,-inf,-0.5341741403546693,-0.3748356882294624,859.8534798534798,25.38461538461539,854.2124542124542,869.92673992674,813.919413919414,0.296387,0.137451,0.944824,-0.725250,0.314026,4.732819,1,1,1,1,1,89.484375
2018-11-10 11:45:28.316,1.261202254722351,-inf,0.7468661102813366,1.134260891043309,0.722483908084431,-inf,0.2279814622954195,0.5813495716011348,1.157677382924689,-inf,0.3624042365404595,1.08073058053268,0.4871763892118713,-inf,-0.01530573779827568,0.3940648672923153,-0.02654639114504367,-inf,-0.4761680131447796,-0.220907094071736,850.989010989011,25.38461538461539,847.3626373626374,861.0622710622711,869.1208791208792,0.299622,0.148438,0.944214,-0.254211,2.594452,3.648682,1,1,1,1,1,89.484375
2018-11-10 11:45:28.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 11:45:29.308,0.5498098914094696,-1.455200924106114,0.3382021912549266,0.6343362453025077,-0.1449200534279915,-2.025896713678066,0.3161930416141008,0.08332952447600933,0.04423346590756606,-1.091064266977579,0.2034438490070025,0.08354695184382996,0.1787778202832582,-1.803209634237835,-0.07369867416211323,0.1373501234266535,-0.03605457285145975,-1.986782606919489,-0.4843936918113894,-0.1749483720610462,826.8131868131868,46.33699633699634,855.4212454212454,838.0952380952381,832.8571428571429,0.257874,0.168579,0.964233,1.831818,10.886230,0.351410,1,1,1,1,1,89.484375
2018-11-10 11:45:30.307,1.462333885579297,0.3525298322249904,1.018803034213127,1.207565250878492,0.9894222085027119,-0.1371089253963592,0.3711179616958565,0.6020149040021135,1.176915613000245,0.3856756497564105,0.2650504455632166,1.170972244838262,0.4445884271880806,0.0716434893076253,-0.05929786611566937,0.4230202254453111,0.1210957731775008,-0.2025595022119982,-0.1969392759975654,-0.08290091038879868,927.1428571428572,8.864468864468865,805.8608058608058,881.2087912087912,895.7142857142858,-0.067322,0.185730,0.975403,-4.441223,10.661926,6.116028,1,1,1,1,1,89.484375
2018-11-10 11:45:30.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 11:45:31.319,1.541173215233196,0.5955678809112847,1.361818096262207,1.183117178912794,1.120972179185938,0.1059291232899351,0.4426767651482924,0.684534460986498,1.236359802789739,0.3856756497564105,0.5841610669867998,1.297825861016445,0.4500986484413247,0.3146815379939196,-0.1052192114088832,0.4240761031174946,0.101741546657494,0.04047854647429628,-0.3483878378502482,-0.07402823974590976,842.9304029304029,25.38461538461539,837.2893772893773,857.032967032967,813.5164835164835,-0.032288,0.182556,0.987732,1.480408,1.667328,2.071075,1,1,4,1,1,89.484375
2018-11-10 11:45:31.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
