TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-11-10 12:38:53.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 12:38:54.809,0.9259029597430453,-inf,0.3490196375386298,0.8661914497797629,-0.07306507092696962,-inf,-0.1641527168602605,0.4120834546119344,0.4319393980941436,-inf,0.1182697441319943,0.3882356017179701,0.2640459879448573,-inf,-0.2069999611468568,0.5622761919122579,-0.06186091727677558,-inf,-0.2789386999660804,0.3633692347905131,841.7216117216118,25.38461538461539,836.4835164835165,846.1538461538462,884.4322344322345,0.362488,-0.004517,0.936157,-0.717773,2.190704,2.856140,1,1,1,1,1,83.546875
2018-11-10 12:38:55.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 12:38:55.808,0.4825587899087205,-inf,0.3417295829248906,0.7279630033170381,-0.2101446546488151,-inf,-0.3527431259325688,0.01533765554115389,0.4242174530469478,-inf,-0.05420268663551572,0.3791340258281717,0.2375459490507451,-inf,-0.2563586441002108,0.4694220293499179,-0.08205225606753576,-inf,-0.2048197916735258,0.2386505778162476,888.4615384615385,25.38461538461539,847.7655677655678,887.6556776556777,850.1831501831502,0.369690,-0.007751,0.932800,-0.919647,1.256104,3.050537,1,1,1,1,1,83.546875
2018-11-10 12:38:56.809,0.5968199597778604,-0.9630216362735082,0.8071814105828933,0.7449406607005463,-0.2186027856609304,-1.355770972167069,0.03891719643447926,-0.3591532205330933,0.1224582984803694,-0.2485262741214094,0.05618486923986114,-0.08950429621733323,0.1866512062271263,-0.8720736579001145,-0.2155100352020984,0.3462959761952918,-0.1327238357274394,-1.167023662130815,-0.3425991197852378,0.3065361655837233,852.6007326007326,25.38461538461539,844.1391941391942,850.5860805860806,851.3919413919414,0.330688,-0.002563,0.948669,1.966400,3.738403,6.512299,1,1,1,1,1,83.546875
2018-11-10 12:38:57.816,1.205784141973099,-0.5650816276014706,0.537971514808422,1.473033001706437,0.7573045716054427,-0.9578309634950312,0.1885069604349809,1.184496092583154,0.8928267669303932,-0.2485262741214094,0.1944188142129954,1.033289205342121,0.4727852943809828,-0.4741336492280768,-0.2015159540132203,0.7637865331284491,0.1269288658712751,-0.7690836534587771,-0.5667961062784909,0.3297059451640433,845.3479853479854,25.38461538461539,848.1684981684982,857.8388278388279,851.7948717948718,0.317566,0.076782,0.945251,0.306549,-0.792542,2.998199,1,1,1,1,1,83.546875
2018-11-10 12:38:58.819,1.436513544049343,-0.5650816276014706,0.2204614839552237,1.310686288634341,1.11074824722242,-0.9578309634950312,0.07528612103453404,1.233856996585986,1.01992811752581,-0.2485262741214094,0.1046000589736396,1.013483547878034,0.3806618800304057,-0.4741336492280768,-0.2535217756085,0.7750599876289394,-0.002426188767155783,-0.7690836534587771,-0.5744140885603278,0.5246319496815999,841.7216117216118,25.38461538461539,831.2454212454213,835.2747252747253,909.0109890109891,0.433105,0.081543,0.908203,2.564545,2.527161,6.519775,1,1,1,1,1,83.546875
2018-11-10 12:38:59.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 12:38:59.809,1.514946858069336,-0.5650816276014706,0.1556113744912161,1.15715826285665,0.9726305829451591,-0.9578309634950312,-0.255122531060683,1.024591895594865,0.6646986773976357,-0.2485262741214094,-0.04222431127623623,0.8206408959019457,0.2603549778019408,-0.4741336492280768,-0.399014223280461,0.6833373754891755,-0.1546855787761375,-0.7690836534587771,-0.6871921136289032,0.5425990563299182,836.8864468864469,25.38461538461539,850.5860805860806,853.8095238095239,865.8974358974359,0.493469,0.102295,0.873596,-2.317810,2.901001,4.134674,1,1,1,1,1,83.531250
2018-11-10 12:39:00.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
