TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-11-10 14:09:14.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:14.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:14.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:14.835,0.4367302400899066,1.494883198348913,0.8973392343035227,0.3452838496729486,0.2440019010004066,0.6429820541452074,0.5772198462018912,-0.0437729044030977,0.4451370322238937,0.7443088086581987,0.545152168312844,0.05930193710813848,0.6441425927126604,0.6693782311454167,0.3484096973483041,0.5720182800061185,0.4489234995566755,0.4321637521010891,0.1553658321485302,0.5018597460385809,791.3553113553114,803.040293040293,834.4688644688645,853.8095238095239,886.0439560439561,0.076599,0.146240,0.976135,-0.201874,0.635529,11.484375,1,1,1,1,1,82.250000
2018-11-10 14:09:15.824,0.4367302400899066,1.529741573538287,1.847063077165461,0.3452838496729486,0.2440019010004066,0.5271116038148393,0.8507573170465634,-0.0437729044030977,0.4451370322238937,0.4468944402253729,0.7434122215722021,0.05930193710813848,0.6441425927126604,1.061806806782418,0.9883183283074812,0.5720182800061185,0.4489234995566755,0.5479479031584671,0.5214126167664455,0.5018597460385809,830.8424908424909,841.3186813186813,792.1611721611722,814.7252747252747,647.9120879120879,0.100464,0.147644,0.970093,0.097198,2.841187,-0.844879,1,1,1,1,1,82.250000
2018-11-10 14:09:16.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:16.823,1.556914566427063,1.190761835410793,1.523516720521141,1.496823597373743,0.9527059806112356,0.7163666315392351,0.8250407282924318,0.965778251561194,0.6468690057194695,0.9654978870973397,1.056633357546181,0.9983992864434582,0.9220034759647061,1.188585770971468,1.005922874991937,0.7940814153661045,0.7385620075839057,0.5381080296794342,0.4698656228186568,0.8092251080926891,821.1721611721612,848.1684981684982,806.6666666666667,864.6886446886447,751.0622710622711,0.082214,0.162109,0.939575,-1.487885,2.056122,2.362671,1,1,1,1,1,82.250000
2018-11-10 14:09:17.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:17.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:17.827,1.6653764981166,1.468276968073178,1.632046099306583,1.6824396539063,0.747997919137948,0.9556535596851319,1.01519442282896,0.6960261689160178,0.5579079988914334,0.9715439335890165,1.073159275266041,0.9582331832911031,0.8664309599245051,0.9371497717005898,0.7564818884137197,0.6473661853308177,0.7419610312659879,0.4681691513132474,0.3817506453304679,0.6170402518401417,839.3040293040293,828.4249084249085,842.9304029304029,845.3479853479854,657.5824175824176,0.126099,0.163452,0.959167,0.560760,3.372040,-0.328979,1,1,1,1,1,82.250000
2018-11-10 14:09:18.833,1.6653764981166,1.376896646859013,1.573939498291036,1.6824396539063,0.747997919137948,0.7567305380613917,0.9370498697329649,0.6960261689160178,0.5579079988914334,0.5420582873405724,0.5452508778374547,0.9582331832911031,0.8664309599245051,0.735759824619567,0.6742644601836597,0.6473661853308177,0.7419610312659879,0.3191106415242629,0.2383452142191463,0.6170402518401417,803.4432234432235,834.4688644688645,825.2014652014652,801.8315018315019,828.8278388278388,0.123230,0.163513,0.959534,-0.568237,4.418793,0.216827,1,1,1,1,1,82.250000
2018-11-10 14:09:19.823,1.6653764981166,1.057232184138183,1.733963161089418,1.614557548650428,0.747997919137948,0.3527737240593272,0.6532628205063026,0.8648661057540125,0.5579079988914334,0.5641119892465044,0.7535564324788809,0.9686339157016094,0.8664309599245051,0.7270370822266269,0.6819821584847735,0.7285953504599928,0.7419610312659879,0.3327039721346663,0.1564930833949354,0.8051679888604301,868.7179487179487,835.6776556776557,824.3956043956044,865.8974358974359,751.8681318681319,0.138916,0.141785,0.962585,-1.039276,4.261780,-2.915955,1,1,1,1,1,82.250000
2018-11-10 14:09:20.837,1.040155932750798,0.4185103554726297,1.590567902255172,1.154949839295577,0.3874417879460189,-0.03124562594615027,0.4371829635833813,0.6339380778011849,0.6544339853346671,0.359729354846749,0.6660282823176444,0.9888713121560686,0.6665250893404755,0.4987276678678227,0.5388950648146323,0.6674097936765432,0.7791172327265494,0.253818268272979,0.07940344795331626,0.6301689499444633,821.1721611721612,840.9157509157509,807.4725274725275,804.6520146520147,753.4798534798535,0.141296,0.137024,0.960510,-0.695343,3.940277,-1.607513,1,1,1,1,1,82.250000
2018-11-10 14:09:21.827,0.5172744763776784,0.294097319577994,0.7913576014320286,0.7314866657932841,0.536497703000521,-0.2105073358511657,0.1395272540776034,0.6695806748920026,0.7226331010056911,0.06992034753854623,0.3010621963283211,0.8159797266660426,0.6709005824596503,0.6526919513606407,0.6593061212434321,0.6693840204206427,0.7600177790999095,0.4184705407599134,0.203081037003752,0.6881826240927781,812.3076923076924,936.007326007326,796.5934065934066,769.5970695970697,820.7692307692308,0.123779,0.129456,0.966797,-1.196289,3.925323,-0.358887,1,1,1,1,1,82.250000
2018-11-10 14:09:22.824,1.145546670052949,1.958651684297722,1.452169267227101,1.779807732742352,0.7594153267165137,0.636494898281966,0.8801355365513567,0.6994623453355947,0.714562347706747,0.4979609284951352,0.6475777113680448,0.8290338199079474,0.7848976174496036,0.5827800728253736,0.6902689942381312,0.7560909326360545,0.659573198213396,0.5281455591742271,0.243839129726066,0.7993360634130543,823.1868131868132,836.0805860805862,828.021978021978,820.7692307692308,873.1501831501831,0.072815,0.125061,0.984619,0.508423,6.243134,1.173859,1,1,1,1,1,82.250000
2018-11-10 14:09:23.823,1.12224438063008,1.122803099691597,1.224837026146436,1.591835903724033,1.035739441953301,0.2534011281722957,0.6239009383524541,0.9446041043342538,0.796010956908125,0.08250650597012532,0.623831717346475,0.8192126771783529,0.705963174325918,0.5202522946331778,0.5706256560316156,0.814639524926247,0.5347214538692133,0.3629001951463552,0.3068900919231728,0.6868834475706326,842.1245421245421,854.6153846153846,813.1135531135532,864.2857142857143,788.5347985347986,0.085205,0.117310,0.967285,-0.598145,0.530853,-1.742096,1,1,1,1,1,82.234375
2018-11-10 14:09:24.834,1.177169479060427,1.197081722661861,0.5876183852284562,1.11334693173327,1.079575336996445,0.1362376793650124,0.1935978777325675,1.019837023209939,0.9480354095047557,0.1599172399631466,0.4476280990259506,0.6350060131478895,0.6609040990827931,0.4129039654886575,0.4707526838597965,0.8257506547497939,0.4367619091051209,0.3706600846565449,0.1651942583948631,0.5765336597798764,1103.223443223443,898.9377289377289,793.7728937728938,1053.260073260073,812.7106227106227,0.117126,0.126587,0.962891,1.009369,1.981354,-2.362671,1,1,1,1,1,82.234375
2018-11-10 14:09:24.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-11-10 14:09:25.831,1.46320432683427,1.400223477813894,0.9543099349831089,1.028392091844113,1.095899598021954,0.4564565986104004,0.3049291619860154,0.793025874582856,0.8785196987280777,0.1986785815450605,0.4435307857438556,0.4025864034860736,0.67804581586927,0.3828338010922362,0.5467032091071526,0.7792695111479422,0.4080918369599551,0.5809133251576883,0.3724084473115364,0.7455600066290388,832.0512820512821,805.8608058608058,836.8864468864469,825.2014652014652,821.5750915750916,0.133362,0.132446,0.964539,0.276642,4.942169,0.373840,1,1,1,1,1,82.234375
