0.724020227,1.185093611,0.411687611,0.353097042,0.314128967,0.024150092,0.437102359,0.298675288,0.234663615,0.631093075,0.555663569,0.28114525,-0.171192483,0.491199904,-0.005457297,860.2564103,855.8241758,442.8205128,845.3479853,1057.289377,-0.028687,0.147217,0.997253,-8.575897,3.364563,4.747772
0.645192739,1.271630771,1.146311351,0.191890768,0.553532243,0.44059009,0.408860875,0.430516341,1.185561698,0.649154673,0.509189026,0.86634789,-0.306034845,0.600216154,0.046522936,807.4725275,838.4981685,20.54945055,794.1758242,529.8534799,0.23645,0.097351,0.952576,-5.951538,-22.811737,-4.770203
0.645192739,1.450091365,1.277726474,0.191890768,0.823942028,0.697788656,0.408860875,0.521460715,1.290127889,0.649154673,0.429168415,0.942618391,-0.306034845,0.518610189,0.038100701,809.8901099,792.5641026,20.54945055,857.4358974,803.040293,0.478821,0.153931,0.858948,-2.280426,-2.138367,-2.50473
0.83024337,1.293856953,0.699747852,0.459951344,0.806268768,0.950426822,0.423581413,0.359384776,1.442990092,0.435845598,0.626548689,0.687906635,-0.071697897,0.55891952,0.121219027,824.3956044,790.1465201,20.54945055,825.2014652,821.978022,0.490356,0.14032,0.842773,-0.717773,3.342133,-0.508423
0.499456971,1.26762058,1.285329968,0.624737736,1.169428568,0.988169807,0.651093741,1.418929944,1.697499429,0.56407211,0.5789973,0.99300997,-0.092521101,0.487634168,0.200843741,860.6593407,814.7252747,32.23443223,852.6007326,870.3296703,0.494019,0.132324,0.843628,0.336456,4.022522,-0.35141
0.930969659,1.523241607,0.954389184,0.517662374,1.344780376,0.403049848,0.881835536,1.422324407,0.876663039,0.426290204,0.605072323,0.425066005,0.177838726,0.456440557,0.101890435,855.8241758,872.7472527,25.38461538,860.2564103,840.1098901,0.495178,0.137268,0.843201,0.381317,3.895416,0.179443
1.43223677,1.700521974,1.421127335,1.154398567,1.403962404,1.045971456,1.249147204,0.747089609,1.222673857,0.617634134,0.751629398,0.650115087,0.348561016,0.510105068,0.247400817,871.9413919,885.2380952,112.8205128,857.4358974,867.9120879,0.496643,0.138916,0.841248,-0.321503,3.215027,-0.545807
1.689211507,1.344236205,1.264393453,1.429028549,1.185348241,1.002662875,1.249147204,0.616840557,1.161581836,0.791790377,0.784861197,0.595198478,0.494833039,0.678673625,0.175689362,898.1318681,817.5457875,20.54945055,907.8021978,843.7362637,0.449341,0.130127,0.890137,-5.585175,14.153595,-22.393036
1.689211507,0.712074392,1.264393453,1.429028549,0.705905669,1.002662875,1.249147204,0.363434132,1.161581836,0.791790377,0.888840634,0.595198478,0.494833039,0.725576488,0.175689362,812.7106227,786.5201465,1232.967033,872.7472527,595.5311355,0.522644,0.338562,0.781921,-12.882538,-4.515991,-19.708862
1.689211507,0.698361824,1.264393453,1.429028549,0.706111587,1.002662875,1.249147204,0.282758989,1.161581836,0.791790377,0.891558467,0.595198478,0.494833039,0.740736437,0.175689362,926.7399267,509.7069597,1650,882.4175824,805.0549451,0.533264,0.213074,0.914856,-16.605988,35.126038,-52.554474
1.689211507,0.698361824,1.264393453,1.429028549,0.706111587,1.002662875,1.249147204,0.282758989,1.161581836,0.791790377,0.891558467,0.595198478,0.494833039,0.740736437,0.175689362,809.0842491,910.2197802,207.9120879,924.7252747,323.956044,0.420837,0.102478,0.823914,-40.322418,1.308441,-74.214783
1.689211507,0.698361824,1.264393453,1.429028549,0.706111587,1.002662875,1.249147204,0.282758989,1.161581836,0.791790377,0.891558467,0.595198478,0.494833039,0.740736437,0.175689362,1045.604396,932.3809524,20.54945055,740.989011,20.54945055,0.319214,0.091309,0.938416,7.902985,-0.755157,-2.160797
1.689211507,0.698361824,1.264393453,1.429028549,0.706111587,1.002662875,1.249147204,0.282758989,1.161581836,0.791790377,0.891558467,0.595198478,0.494833039,0.740736437,0.175689362,843.3333333,817.9487179,8.461538462,884.029304,813.5164835,0.23407,0.005066,0.949463,17.406006,18.68454,15.716248
1.689211507,1.404881672,1.264393453,1.429028549,0.587879596,1.002662875,1.249147204,0.504289928,1.161581836,0.791790377,0.507039971,0.595198478,0.494833039,0.331156375,0.175689362,549.1941392,880.8058608,20.54945055,870.3296703,20.54945055,0.258911,0.050781,0.899963,-14.901276,-6.452484,-25.249176
1.689211507,1.539112304,1.264393453,1.429028549,1.226029305,1.002662875,1.249147204,1.280023988,1.161581836,0.791790377,0.706970203,0.595198478,0.494833039,0.2042093,0.175689362,887.6556777,875.1648352,522.6007326,859.047619,838.9010989,0.057007,0.028503,0.957947,12.247009,21.510773,-38.228912
1.689211507,1.658490687,1.264393453,1.429028549,1.285690779,1.002662875,1.249147204,1.22694073,1.161581836,0.791790377,0.907432121,0.595198478,0.494833039,0.158192439,0.175689362,808.2783883,831.6483516,1650,779.6703297,1650,-0.16449,0.333069,0.970947,-6.385193,43.903809,16.351776
1.689211507,1.624032029,1.264393453,1.429028549,1.094358228,1.002662875,1.249147204,1.217847171,1.161581836,0.791790377,0.952816657,0.595198478,0.494833039,0.225527708,0.175689362,811.9047619,835.2747253,1650,851.3919414,1650,-0.190491,0.128601,0.792236,22.587433,-11.686249,29.249268
1.689211507,1.500353487,1.264393453,1.429028549,1.292895263,1.002662875,1.249147204,0.996469493,1.161581836,0.791790377,0.740325808,0.595198478,0.494833039,0.361531625,0.175689362,939.2307692,851.7948718,1342.967033,858.2417582,20.54945055,-0.221497,0.11438,1.036377,22.662201,26.841736,9.607697
1.689211507,1.228356667,1.264393453,1.429028549,1.120114895,1.002662875,1.249147204,0.885067004,1.161581836,0.791790377,0.512562124,0.595198478,0.494833039,0.000131211,0.175689362,871.5384615,827.6190476,925.1282051,855.4212454,713.992674,-0.109924,0.312012,1.122498,25.847321,19.40979,-13.256378
1.689211507,1.170779153,1.264393453,1.429028549,1.276004834,1.002662875,1.249147204,0.638802165,1.161581836,0.791790377,0.419972844,0.595198478,0.494833039,-0.103105413,0.175689362,1062.930403,855.8241758,1203.150183,989.1941392,805.8608059,0.088379,0.138672,1.017639,13.592834,-6.168365,24.800568
1.689211507,1.447195256,1.264393453,1.429028549,1.438621626,1.002662875,1.249147204,0.850229838,1.161581836,0.791790377,0.733888045,0.595198478,0.494833039,0.17240123,0.175689362,975.0915751,859.8534799,1630.25641,812.3076923,836.8864469,0.166565,0.139832,1.084656,7.215118,11.947937,66.835175
1.689211507,1.319242358,1.264393453,1.429028549,1.270965465,1.002662875,1.249147204,0.832064236,1.161581836,0.791790377,0.65119935,0.595198478,0.494833039,0.152830869,0.175689362,884.8351648,856.6300366,1524.285714,782.8937729,825.6043956,-0.073486,-0.002747,1.018555,-1.495361,15.409698,-13.55545
